关键字,日期和时间,来源,事件 ID,任务类别
审核成功,2018/7/15 12:22:06,Microsoft-Windows-Security-Auditing,4608,安全状态更改,"Windows 正在启动。

当 LSASS.EXE 启动且审核子系统进行初始化时，会记录此事件。"
审核成功,2018/7/15 10:05:27,Microsoft-Windows-Eventlog,1100,服务关闭,事件日志服务已关闭。
审核成功,2018/7/15 10:05:24,Microsoft-Windows-Security-Auditing,4907,审核策略更改,"对象的审核设置已更改。

主题:
	安全 ID:		SYSTEM
	帐户名称:		DAWSON-PC$
	帐户域:		WORKGROUP
	登录 ID:		0x3e7

对象:
	对象服务器:	Security
	对象类型:	File
	对象名称:	C:\Windows\System32\api-ms-win-crt-private-l1-1-0.dll
	句柄 ID:	0x18

进程信息:
	进程 ID:	0x16d0
	进程名称:	C:\Windows\System32\poqexec.exe

审核设置:
	原始安全描述符:	
	新安全描述符:		S:ARAI(AU;SAFA;DCLCRPCRSDWDWO;;;WD)"
审核成功,2018/7/15 10:05:24,Microsoft-Windows-Security-Auditing,4907,审核策略更改,"对象的审核设置已更改。

主题:
	安全 ID:		SYSTEM
	帐户名称:		DAWSON-PC$
	帐户域:		WORKGROUP
	登录 ID:		0x3e7

对象:
	对象服务器:	Security
	对象类型:	File
	对象名称:	C:\Windows\System32\api-ms-win-core-file-l1-2-0.dll
	句柄 ID:	0x18

进程信息:
	进程 ID:	0x16d0
	进程名称:	C:\Windows\System32\poqexec.exe

审核设置:
	原始安全描述符:	
	新安全描述符:		S:ARAI(AU;SAFA;DCLCRPCRSDWDWO;;;WD)"
审核成功,2018/7/15 10:05:24,Microsoft-Windows-Security-Auditing,4907,审核策略更改,"对象的审核设置已更改。

主题:
	安全 ID:		SYSTEM
	帐户名称:		DAWSON-PC$
	帐户域:		WORKGROUP
	登录 ID:		0x3e7

对象:
	对象服务器:	Security
	对象类型:	File
	对象名称:	C:\Windows\System32\api-ms-win-crt-convert-l1-1-0.dll
	句柄 ID:	0x18

进程信息:
	进程 ID:	0x16d0
	进程名称:	C:\Windows\System32\poqexec.exe

审核设置:
	原始安全描述符:	
	新安全描述符:		S:ARAI(AU;SAFA;DCLCRPCRSDWDWO;;;WD)"
审核成功,2018/7/15 10:05:24,Microsoft-Windows-Security-Auditing,4907,审核策略更改,"对象的审核设置已更改。

主题:
	安全 ID:		SYSTEM
	帐户名称:		DAWSON-PC$
	帐户域:		WORKGROUP
	登录 ID:		0x3e7

对象:
	对象服务器:	Security
	对象类型:	File
	对象名称:	C:\Windows\System32\api-ms-win-eventing-provider-l1-1-0.dll
	句柄 ID:	0x18

进程信息:
	进程 ID:	0x16d0
	进程名称:	C:\Windows\System32\poqexec.exe

审核设置:
	原始安全描述符:	
	新安全描述符:		S:ARAI(AU;SAFA;DCLCRPCRSDWDWO;;;WD)"
审核成功,2018/7/15 10:05:24,Microsoft-Windows-Security-Auditing,4907,审核策略更改,"对象的审核设置已更改。

主题:
	安全 ID:		SYSTEM
	帐户名称:		DAWSON-PC$
	帐户域:		WORKGROUP
	登录 ID:		0x3e7

对象:
	对象服务器:	Security
	对象类型:	File
	对象名称:	C:\Windows\System32\api-ms-win-core-timezone-l1-1-0.dll
	句柄 ID:	0x18

进程信息:
	进程 ID:	0x16d0
	进程名称:	C:\Windows\System32\poqexec.exe

审核设置:
	原始安全描述符:	
	新安全描述符:		S:ARAI(AU;SAFA;DCLCRPCRSDWDWO;;;WD)"
审核成功,2018/7/15 10:05:24,Microsoft-Windows-Security-Auditing,4907,审核策略更改,"对象的审核设置已更改。

主题:
	安全 ID:		SYSTEM
	帐户名称:		DAWSON-PC$
	帐户域:		WORKGROUP
	登录 ID:		0x3e7

对象:
	对象服务器:	Security
	对象类型:	File
	对象名称:	C:\Windows\System32\ucrtbase.dll
	句柄 ID:	0x18

进程信息:
	进程 ID:	0x16d0
	进程名称:	C:\Windows\System32\poqexec.exe

审核设置:
	原始安全描述符:	
	新安全描述符:		S:ARAI(AU;SAFA;DCLCRPCRSDWDWO;;;WD)"
审核成功,2018/7/15 10:05:24,Microsoft-Windows-Security-Auditing,4907,审核策略更改,"对象的审核设置已更改。

主题:
	安全 ID:		SYSTEM
	帐户名称:		DAWSON-PC$
	帐户域:		WORKGROUP
	登录 ID:		0x3e7

对象:
	对象服务器:	Security
	对象类型:	File
	对象名称:	C:\Windows\System32\api-ms-win-crt-multibyte-l1-1-0.dll
	句柄 ID:	0x18

进程信息:
	进程 ID:	0x16d0
	进程名称:	C:\Windows\System32\poqexec.exe

审核设置:
	原始安全描述符:	
	新安全描述符:		S:ARAI(AU;SAFA;DCLCRPCRSDWDWO;;;WD)"
审核成功,2018/7/15 10:05:24,Microsoft-Windows-Security-Auditing,4907,审核策略更改,"对象的审核设置已更改。

主题:
	安全 ID:		SYSTEM
	帐户名称:		DAWSON-PC$
	帐户域:		WORKGROUP
	登录 ID:		0x3e7

对象:
	对象服务器:	Security
	对象类型:	File
	对象名称:	C:\Windows\System32\api-ms-win-core-file-l2-1-0.dll
	句柄 ID:	0x18

进程信息:
	进程 ID:	0x16d0
	进程名称:	C:\Windows\System32\poqexec.exe

审核设置:
	原始安全描述符:	
	新安全描述符:		S:ARAI(AU;SAFA;DCLCRPCRSDWDWO;;;WD)"
审核成功,2018/7/15 10:05:24,Microsoft-Windows-Security-Auditing,4907,审核策略更改,"对象的审核设置已更改。

主题:
	安全 ID:		SYSTEM
	帐户名称:		DAWSON-PC$
	帐户域:		WORKGROUP
	登录 ID:		0x3e7

对象:
	对象服务器:	Security
	对象类型:	File
	对象名称:	C:\Windows\System32\api-ms-win-crt-conio-l1-1-0.dll
	句柄 ID:	0x18

进程信息:
	进程 ID:	0x16d0
	进程名称:	C:\Windows\System32\poqexec.exe

审核设置:
	原始安全描述符:	
	新安全描述符:		S:ARAI(AU;SAFA;DCLCRPCRSDWDWO;;;WD)"
审核成功,2018/7/15 10:05:24,Microsoft-Windows-Security-Auditing,4907,审核策略更改,"对象的审核设置已更改。

主题:
	安全 ID:		SYSTEM
	帐户名称:		DAWSON-PC$
	帐户域:		WORKGROUP
	登录 ID:		0x3e7

对象:
	对象服务器:	Security
	对象类型:	File
	对象名称:	C:\Windows\System32\api-ms-win-crt-environment-l1-1-0.dll
	句柄 ID:	0x18

进程信息:
	进程 ID:	0x16d0
	进程名称:	C:\Windows\System32\poqexec.exe

审核设置:
	原始安全描述符:	
	新安全描述符:		S:ARAI(AU;SAFA;DCLCRPCRSDWDWO;;;WD)"
审核成功,2018/7/15 10:05:24,Microsoft-Windows-Security-Auditing,4907,审核策略更改,"对象的审核设置已更改。

主题:
	安全 ID:		SYSTEM
	帐户名称:		DAWSON-PC$
	帐户域:		WORKGROUP
	登录 ID:		0x3e7

对象:
	对象服务器:	Security
	对象类型:	File
	对象名称:	C:\Windows\System32\api-ms-win-core-synch-l1-2-0.dll
	句柄 ID:	0x18

进程信息:
	进程 ID:	0x16d0
	进程名称:	C:\Windows\System32\poqexec.exe

审核设置:
	原始安全描述符:	
	新安全描述符:		S:ARAI(AU;SAFA;DCLCRPCRSDWDWO;;;WD)"
审核成功,2018/7/15 10:05:24,Microsoft-Windows-Security-Auditing,4907,审核策略更改,"对象的审核设置已更改。

主题:
	安全 ID:		SYSTEM
	帐户名称:		DAWSON-PC$
	帐户域:		WORKGROUP
	登录 ID:		0x3e7

对象:
	对象服务器:	Security
	对象类型:	File
	对象名称:	C:\Windows\System32\api-ms-win-core-processthreads-l1-1-1.dll
	句柄 ID:	0x18

进程信息:
	进程 ID:	0x16d0
	进程名称:	C:\Windows\System32\poqexec.exe

审核设置:
	原始安全描述符:	
	新安全描述符:		S:ARAI(AU;SAFA;DCLCRPCRSDWDWO;;;WD)"
审核成功,2018/7/15 10:05:24,Microsoft-Windows-Security-Auditing,4907,审核策略更改,"对象的审核设置已更改。

主题:
	安全 ID:		SYSTEM
	帐户名称:		DAWSON-PC$
	帐户域:		WORKGROUP
	登录 ID:		0x3e7

对象:
	对象服务器:	Security
	对象类型:	File
	对象名称:	C:\Windows\System32\api-ms-win-core-localization-l1-2-0.dll
	句柄 ID:	0x18

进程信息:
	进程 ID:	0x16d0
	进程名称:	C:\Windows\System32\poqexec.exe

审核设置:
	原始安全描述符:	
	新安全描述符:		S:ARAI(AU;SAFA;DCLCRPCRSDWDWO;;;WD)"
审核成功,2018/7/15 10:05:24,Microsoft-Windows-Security-Auditing,4907,审核策略更改,"对象的审核设置已更改。

主题:
	安全 ID:		SYSTEM
	帐户名称:		DAWSON-PC$
	帐户域:		WORKGROUP
	登录 ID:		0x3e7

对象:
	对象服务器:	Security
	对象类型:	File
	对象名称:	C:\Windows\System32\api-ms-win-crt-process-l1-1-0.dll
	句柄 ID:	0x18

进程信息:
	进程 ID:	0x16d0
	进程名称:	C:\Windows\System32\poqexec.exe

审核设置:
	原始安全描述符:	
	新安全描述符:		S:ARAI(AU;SAFA;DCLCRPCRSDWDWO;;;WD)"
审核成功,2018/7/15 10:05:24,Microsoft-Windows-Security-Auditing,4907,审核策略更改,"对象的审核设置已更改。

主题:
	安全 ID:		SYSTEM
	帐户名称:		DAWSON-PC$
	帐户域:		WORKGROUP
	登录 ID:		0x3e7

对象:
	对象服务器:	Security
	对象类型:	File
	对象名称:	C:\Windows\System32\api-ms-win-crt-time-l1-1-0.dll
	句柄 ID:	0x18

进程信息:
	进程 ID:	0x16d0
	进程名称:	C:\Windows\System32\poqexec.exe

审核设置:
	原始安全描述符:	
	新安全描述符:		S:ARAI(AU;SAFA;DCLCRPCRSDWDWO;;;WD)"
审核成功,2018/7/15 10:05:24,Microsoft-Windows-Security-Auditing,4907,审核策略更改,"对象的审核设置已更改。

主题:
	安全 ID:		SYSTEM
	帐户名称:		DAWSON-PC$
	帐户域:		WORKGROUP
	登录 ID:		0x3e7

对象:
	对象服务器:	Security
	对象类型:	File
	对象名称:	C:\Windows\System32\api-ms-win-crt-string-l1-1-0.dll
	句柄 ID:	0x18

进程信息:
	进程 ID:	0x16d0
	进程名称:	C:\Windows\System32\poqexec.exe

审核设置:
	原始安全描述符:	
	新安全描述符:		S:ARAI(AU;SAFA;DCLCRPCRSDWDWO;;;WD)"
审核成功,2018/7/15 10:05:24,Microsoft-Windows-Security-Auditing,4907,审核策略更改,"对象的审核设置已更改。

主题:
	安全 ID:		SYSTEM
	帐户名称:		DAWSON-PC$
	帐户域:		WORKGROUP
	登录 ID:		0x3e7

对象:
	对象服务器:	Security
	对象类型:	File
	对象名称:	C:\Windows\System32\api-ms-win-core-xstate-l2-1-0.dll
	句柄 ID:	0x18

进程信息:
	进程 ID:	0x16d0
	进程名称:	C:\Windows\System32\poqexec.exe

审核设置:
	原始安全描述符:	
	新安全描述符:		S:ARAI(AU;SAFA;DCLCRPCRSDWDWO;;;WD)"
审核成功,2018/7/15 10:05:24,Microsoft-Windows-Security-Auditing,4907,审核策略更改,"对象的审核设置已更改。

主题:
	安全 ID:		SYSTEM
	帐户名称:		DAWSON-PC$
	帐户域:		WORKGROUP
	登录 ID:		0x3e7

对象:
	对象服务器:	Security
	对象类型:	File
	对象名称:	C:\Windows\System32\api-ms-win-crt-utility-l1-1-0.dll
	句柄 ID:	0x18

进程信息:
	进程 ID:	0x16d0
	进程名称:	C:\Windows\System32\poqexec.exe

审核设置:
	原始安全描述符:	
	新安全描述符:		S:ARAI(AU;SAFA;DCLCRPCRSDWDWO;;;WD)"
审核成功,2018/7/15 10:05:24,Microsoft-Windows-Security-Auditing,4907,审核策略更改,"对象的审核设置已更改。

主题:
	安全 ID:		SYSTEM
	帐户名称:		DAWSON-PC$
	帐户域:		WORKGROUP
	登录 ID:		0x3e7

对象:
	对象服务器:	Security
	对象类型:	File
	对象名称:	C:\Windows\System32\api-ms-win-crt-stdio-l1-1-0.dll
	句柄 ID:	0x18

进程信息:
	进程 ID:	0x16d0
	进程名称:	C:\Windows\System32\poqexec.exe

审核设置:
	原始安全描述符:	
	新安全描述符:		S:ARAI(AU;SAFA;DCLCRPCRSDWDWO;;;WD)"
审核成功,2018/7/15 10:05:24,Microsoft-Windows-Security-Auditing,4907,审核策略更改,"对象的审核设置已更改。

主题:
	安全 ID:		SYSTEM
	帐户名称:		DAWSON-PC$
	帐户域:		WORKGROUP
	登录 ID:		0x3e7

对象:
	对象服务器:	Security
	对象类型:	File
	对象名称:	C:\Windows\System32\api-ms-win-crt-filesystem-l1-1-0.dll
	句柄 ID:	0x18

进程信息:
	进程 ID:	0x16d0
	进程名称:	C:\Windows\System32\poqexec.exe

审核设置:
	原始安全描述符:	
	新安全描述符:		S:ARAI(AU;SAFA;DCLCRPCRSDWDWO;;;WD)"
审核成功,2018/7/15 10:05:24,Microsoft-Windows-Security-Auditing,4907,审核策略更改,"对象的审核设置已更改。

主题:
	安全 ID:		SYSTEM
	帐户名称:		DAWSON-PC$
	帐户域:		WORKGROUP
	登录 ID:		0x3e7

对象:
	对象服务器:	Security
	对象类型:	File
	对象名称:	C:\Windows\System32\api-ms-win-crt-runtime-l1-1-0.dll
	句柄 ID:	0x18

进程信息:
	进程 ID:	0x16d0
	进程名称:	C:\Windows\System32\poqexec.exe

审核设置:
	原始安全描述符:	
	新安全描述符:		S:ARAI(AU;SAFA;DCLCRPCRSDWDWO;;;WD)"
审核成功,2018/7/15 10:05:24,Microsoft-Windows-Security-Auditing,4907,审核策略更改,"对象的审核设置已更改。

主题:
	安全 ID:		SYSTEM
	帐户名称:		DAWSON-PC$
	帐户域:		WORKGROUP
	登录 ID:		0x3e7

对象:
	对象服务器:	Security
	对象类型:	File
	对象名称:	C:\Windows\System32\api-ms-win-crt-heap-l1-1-0.dll
	句柄 ID:	0x18

进程信息:
	进程 ID:	0x16d0
	进程名称:	C:\Windows\System32\poqexec.exe

审核设置:
	原始安全描述符:	
	新安全描述符:		S:ARAI(AU;SAFA;DCLCRPCRSDWDWO;;;WD)"
审核成功,2018/7/15 10:05:24,Microsoft-Windows-Security-Auditing,4907,审核策略更改,"对象的审核设置已更改。

主题:
	安全 ID:		SYSTEM
	帐户名称:		DAWSON-PC$
	帐户域:		WORKGROUP
	登录 ID:		0x3e7

对象:
	对象服务器:	Security
	对象类型:	File
	对象名称:	C:\Windows\System32\api-ms-win-crt-math-l1-1-0.dll
	句柄 ID:	0x18

进程信息:
	进程 ID:	0x16d0
	进程名称:	C:\Windows\System32\poqexec.exe

审核设置:
	原始安全描述符:	
	新安全描述符:		S:ARAI(AU;SAFA;DCLCRPCRSDWDWO;;;WD)"
审核成功,2018/7/15 10:05:24,Microsoft-Windows-Security-Auditing,4907,审核策略更改,"对象的审核设置已更改。

主题:
	安全 ID:		SYSTEM
	帐户名称:		DAWSON-PC$
	帐户域:		WORKGROUP
	登录 ID:		0x3e7

对象:
	对象服务器:	Security
	对象类型:	File
	对象名称:	C:\Windows\System32\api-ms-win-crt-locale-l1-1-0.dll
	句柄 ID:	0x18

进程信息:
	进程 ID:	0x16d0
	进程名称:	C:\Windows\System32\poqexec.exe

审核设置:
	原始安全描述符:	
	新安全描述符:		S:ARAI(AU;SAFA;DCLCRPCRSDWDWO;;;WD)"
审核成功,2018/7/15 10:05:23,Microsoft-Windows-Security-Auditing,4647,注销,"用户启动的注销:

主题:
	安全 ID:		dawson-PC\dawson
	帐户名称:		dawson
	帐户域:		dawson-PC
	登录 ID:		0x18f6c

启动注销时，将生成此事件。以后不会再发生用户启动的活动。此事件可以解释为注销事件。"
审核成功,2018/7/15 10:05:08,Microsoft-Windows-Security-Auditing,4672,特殊登录,"为新登录分配了特殊权限。

主题:
	安全 ID:		SYSTEM
	帐户名:		SYSTEM
	帐户域:		NT AUTHORITY
	登录 ID:		0x3e7

特权:		SeAssignPrimaryTokenPrivilege
			SeTcbPrivilege
			SeSecurityPrivilege
			SeTakeOwnershipPrivilege
			SeLoadDriverPrivilege
			SeBackupPrivilege
			SeRestorePrivilege
			SeDebugPrivilege
			SeAuditPrivilege
			SeSystemEnvironmentPrivilege
			SeImpersonatePrivilege"
审核成功,2018/7/15 10:05:08,Microsoft-Windows-Security-Auditing,4624,登录,"已成功登录帐户。

主题:
	安全 ID:		SYSTEM
		帐户名:		DAWSON-PC$
	帐户域:		WORKGROUP
	登录 ID:		0x3e7

登录类型:			5

新登录:
	安全 ID:		SYSTEM
	帐户名:		SYSTEM
	帐户域:		NT AUTHORITY
	登录 ID:		0x3e7
	登录 GUID:		{00000000-0000-0000-0000-000000000000}

进程信息:
	进程 ID:		0x220
	进程名:		C:\Windows\System32\services.exe

网络信息:
	工作站名:	
	源网络地址:	-
	源端口:		-

详细身份验证信息:
	登录进程:		Advapi  
	身份验证数据包:	Negotiate
	传递服务:	-
	数据包名(仅限 NTLM):	-
	密钥长度:		0

在创建登录会话后在被访问的计算机上生成此事件。

“主题”字段指明本地系统上请求登录的帐户。这通常是一个服务(例如 Server 服务)或本地进程(例如 Winlogon.exe 或 Services.exe)。

“登录类型”字段指明发生的登录种类。最常见的类型是 2 (交互式)和 3 (网络)。

“新登录”字段会指明新登录是为哪个帐户创建的，即登录的帐户。

“网络”字段指明远程登录请求来自哪里。“工作站名”并非总是可用，而且在某些情况下可能会留为空白。

“身份验证信息”字段提供关于此特定登录请求的详细信息。
	-“登录 GUID”是可以用于将此事件与一个 KDC 事件关联起来的唯一标识符。
	-“传递服务”指明哪些直接服务参与了此登录请求。
	- “数据包名”指明在 NTLM 协议之间使用了哪些子协议。
	-“密钥长度”指明生成的会话密钥的长度。如果没有请求会话密钥则此字段为 0。"
审核失败,2018/7/15 9:01:21,Microsoft-Windows-Security-Auditing,4625,登录,"帐户登录失败。

主题:
	安全 ID:		dawson-PC\dawson
	帐户名:		dawson
	帐户域:		dawson-PC
	登录 ID:		0x18f6c

登录类型:			3

登录失败的帐户:
	安全 ID:		NULL SID
	帐户名:		Guest
	帐户域:		dawson-PC

失败信息:
	失败原因:		帐户当前已禁用。
	状态:			0xc000006e
	子状态:		0xc0000072

进程信息:
	调用方进程 ID:	0xa2c
	调用方进程名:	C:\Windows\explorer.exe

网络信息:
	工作站名:	DAWSON-PC
	源网络地址:	-
	源端口:		-

详细身份验证信息:
	登录进程:		Advapi  
	身份验证数据包:	Negotiate
	传递服务:	-
	数据包名(仅限 NTLM):	-
	密钥长度:		0

登录请求失败时在尝试访问的计算机上生成此事件。

“主题”字段指明本地系统上请求登录的帐户。这通常是一个服务(例如 Server 服务)或本地进程(例如 Winlogon.exe 或 Services.exe)。

“登录类型”字段指明发生的登录的种类。最常见的类型是 2 (交互式)和 3 (网络)。

“进程信息”字段表明系统上的哪个帐户和进程请求了登录。

“网络信息”字段指明远程登录请求来自哪里。“工作站名”并非总是可用，而且在某些情况下可能会留为空白。

“身份验证信息”字段提供关于此特定登录请求的详细信息。
	-“传递服务”指明哪些直接服务参与了此登录请求。
	-“数据包名”指明在 NTLM 协议之间使用了哪些子协议。
	-“密钥长度”指明生成的会话密钥的长度。如果没有请求会话密钥，则此字段为 0。"
审核成功,2018/7/15 8:42:06,Microsoft-Windows-Security-Auditing,4905,审核策略更改,"已试图取消注册安全事件源。

主题
	安全 ID:		SYSTEM
	帐户名称:		DAWSON-PC$
	帐户域:		WORKGROUP
	登录 ID:		0x3e7

进程:
	进程 ID:	0x1540
	进程名称:	C:\Windows\System32\VSSVC.exe

事件源:
	源名称:	VSSAudit
	事件源 ID:	0xcc78a0"
审核成功,2018/7/15 8:42:06,Microsoft-Windows-Security-Auditing,4904,审核策略更改,"已试图注册安全事件源。

主题:
	安全 ID:		SYSTEM
	帐户名称:		DAWSON-PC$
	帐户域:		WORKGROUP
	登录 ID:		0x3e7

进程:
	进程 ID:	0x1540
	进程名称:	C:\Windows\System32\VSSVC.exe

事件源:
	源名称:	VSSAudit
	事件源 ID:	0xcc78a0"
审核成功,2018/7/15 8:41:04,Microsoft-Windows-Security-Auditing,4905,审核策略更改,"已试图取消注册安全事件源。

主题
	安全 ID:		SYSTEM
	帐户名称:		DAWSON-PC$
	帐户域:		WORKGROUP
	登录 ID:		0x3e7

进程:
	进程 ID:	0x1540
	进程名称:	C:\Windows\System32\VSSVC.exe

事件源:
	源名称:	VSSAudit
	事件源 ID:	0xc23144"
审核成功,2018/7/15 8:41:04,Microsoft-Windows-Security-Auditing,4904,审核策略更改,"已试图注册安全事件源。

主题:
	安全 ID:		SYSTEM
	帐户名称:		DAWSON-PC$
	帐户域:		WORKGROUP
	登录 ID:		0x3e7

进程:
	进程 ID:	0x1540
	进程名称:	C:\Windows\System32\VSSVC.exe

事件源:
	源名称:	VSSAudit
	事件源 ID:	0xc23144"
审核成功,2018/7/15 8:40:30,Microsoft-Windows-Security-Auditing,4672,特殊登录,"为新登录分配了特殊权限。

主题:
	安全 ID:		SYSTEM
	帐户名:		SYSTEM
	帐户域:		NT AUTHORITY
	登录 ID:		0x3e7

特权:		SeAssignPrimaryTokenPrivilege
			SeTcbPrivilege
			SeSecurityPrivilege
			SeTakeOwnershipPrivilege
			SeLoadDriverPrivilege
			SeBackupPrivilege
			SeRestorePrivilege
			SeDebugPrivilege
			SeAuditPrivilege
			SeSystemEnvironmentPrivilege
			SeImpersonatePrivilege"
审核成功,2018/7/15 8:40:30,Microsoft-Windows-Security-Auditing,4624,登录,"已成功登录帐户。

主题:
	安全 ID:		SYSTEM
		帐户名:		DAWSON-PC$
	帐户域:		WORKGROUP
	登录 ID:		0x3e7

登录类型:			5

新登录:
	安全 ID:		SYSTEM
	帐户名:		SYSTEM
	帐户域:		NT AUTHORITY
	登录 ID:		0x3e7
	登录 GUID:		{00000000-0000-0000-0000-000000000000}

进程信息:
	进程 ID:		0x220
	进程名:		C:\Windows\System32\services.exe

网络信息:
	工作站名:	
	源网络地址:	-
	源端口:		-

详细身份验证信息:
	登录进程:		Advapi  
	身份验证数据包:	Negotiate
	传递服务:	-
	数据包名(仅限 NTLM):	-
	密钥长度:		0

在创建登录会话后在被访问的计算机上生成此事件。

“主题”字段指明本地系统上请求登录的帐户。这通常是一个服务(例如 Server 服务)或本地进程(例如 Winlogon.exe 或 Services.exe)。

“登录类型”字段指明发生的登录种类。最常见的类型是 2 (交互式)和 3 (网络)。

“新登录”字段会指明新登录是为哪个帐户创建的，即登录的帐户。

“网络”字段指明远程登录请求来自哪里。“工作站名”并非总是可用，而且在某些情况下可能会留为空白。

“身份验证信息”字段提供关于此特定登录请求的详细信息。
	-“登录 GUID”是可以用于将此事件与一个 KDC 事件关联起来的唯一标识符。
	-“传递服务”指明哪些直接服务参与了此登录请求。
	- “数据包名”指明在 NTLM 协议之间使用了哪些子协议。
	-“密钥长度”指明生成的会话密钥的长度。如果没有请求会话密钥则此字段为 0。"
审核成功,2018/7/15 8:40:27,Microsoft-Windows-Security-Auditing,4907,审核策略更改,"对象的审核设置已更改。

主题:
	安全 ID:		SYSTEM
	帐户名称:		DAWSON-PC$
	帐户域:		WORKGROUP
	登录 ID:		0x3e7

对象:
	对象服务器:	Security
	对象类型:	File
	对象名称:	C:\Windows\System32\api-ms-win-crt-private-l1-1-0.dll
	句柄 ID:	0x568

进程信息:
	进程 ID:	0x60c
	进程名称:	C:\Windows\servicing\TrustedInstaller.exe

审核设置:
	原始安全描述符:	
	新安全描述符:		S:ARAI(AU;SAFA;DCLCRPCRSDWDWO;;;WD)"
审核成功,2018/7/15 8:40:27,Microsoft-Windows-Security-Auditing,4907,审核策略更改,"对象的审核设置已更改。

主题:
	安全 ID:		SYSTEM
	帐户名称:		DAWSON-PC$
	帐户域:		WORKGROUP
	登录 ID:		0x3e7

对象:
	对象服务器:	Security
	对象类型:	File
	对象名称:	C:\Windows\System32\api-ms-win-core-file-l1-2-0.dll
	句柄 ID:	0x57c

进程信息:
	进程 ID:	0x60c
	进程名称:	C:\Windows\servicing\TrustedInstaller.exe

审核设置:
	原始安全描述符:	
	新安全描述符:		S:ARAI(AU;SAFA;DCLCRPCRSDWDWO;;;WD)"
审核成功,2018/7/15 8:40:27,Microsoft-Windows-Security-Auditing,4907,审核策略更改,"对象的审核设置已更改。

主题:
	安全 ID:		SYSTEM
	帐户名称:		DAWSON-PC$
	帐户域:		WORKGROUP
	登录 ID:		0x3e7

对象:
	对象服务器:	Security
	对象类型:	File
	对象名称:	C:\Windows\System32\api-ms-win-crt-convert-l1-1-0.dll
	句柄 ID:	0x570

进程信息:
	进程 ID:	0x60c
	进程名称:	C:\Windows\servicing\TrustedInstaller.exe

审核设置:
	原始安全描述符:	
	新安全描述符:		S:ARAI(AU;SAFA;DCLCRPCRSDWDWO;;;WD)"
审核成功,2018/7/15 8:40:27,Microsoft-Windows-Security-Auditing,4907,审核策略更改,"对象的审核设置已更改。

主题:
	安全 ID:		SYSTEM
	帐户名称:		DAWSON-PC$
	帐户域:		WORKGROUP
	登录 ID:		0x3e7

对象:
	对象服务器:	Security
	对象类型:	File
	对象名称:	C:\Windows\System32\api-ms-win-eventing-provider-l1-1-0.dll
	句柄 ID:	0x5d8

进程信息:
	进程 ID:	0x60c
	进程名称:	C:\Windows\servicing\TrustedInstaller.exe

审核设置:
	原始安全描述符:	
	新安全描述符:		S:ARAI(AU;SAFA;DCLCRPCRSDWDWO;;;WD)"
审核成功,2018/7/15 8:40:27,Microsoft-Windows-Security-Auditing,4907,审核策略更改,"对象的审核设置已更改。

主题:
	安全 ID:		SYSTEM
	帐户名称:		DAWSON-PC$
	帐户域:		WORKGROUP
	登录 ID:		0x3e7

对象:
	对象服务器:	Security
	对象类型:	File
	对象名称:	C:\Windows\System32\api-ms-win-core-timezone-l1-1-0.dll
	句柄 ID:	0x568

进程信息:
	进程 ID:	0x60c
	进程名称:	C:\Windows\servicing\TrustedInstaller.exe

审核设置:
	原始安全描述符:	
	新安全描述符:		S:ARAI(AU;SAFA;DCLCRPCRSDWDWO;;;WD)"
审核成功,2018/7/15 8:40:27,Microsoft-Windows-Security-Auditing,4907,审核策略更改,"对象的审核设置已更改。

主题:
	安全 ID:		SYSTEM
	帐户名称:		DAWSON-PC$
	帐户域:		WORKGROUP
	登录 ID:		0x3e7

对象:
	对象服务器:	Security
	对象类型:	File
	对象名称:	C:\Windows\System32\ucrtbase.dll
	句柄 ID:	0x57c

进程信息:
	进程 ID:	0x60c
	进程名称:	C:\Windows\servicing\TrustedInstaller.exe

审核设置:
	原始安全描述符:	
	新安全描述符:		S:ARAI(AU;SAFA;DCLCRPCRSDWDWO;;;WD)"
审核成功,2018/7/15 8:40:27,Microsoft-Windows-Security-Auditing,4907,审核策略更改,"对象的审核设置已更改。

主题:
	安全 ID:		SYSTEM
	帐户名称:		DAWSON-PC$
	帐户域:		WORKGROUP
	登录 ID:		0x3e7

对象:
	对象服务器:	Security
	对象类型:	File
	对象名称:	C:\Windows\System32\api-ms-win-crt-multibyte-l1-1-0.dll
	句柄 ID:	0x570

进程信息:
	进程 ID:	0x60c
	进程名称:	C:\Windows\servicing\TrustedInstaller.exe

审核设置:
	原始安全描述符:	
	新安全描述符:		S:ARAI(AU;SAFA;DCLCRPCRSDWDWO;;;WD)"
审核成功,2018/7/15 8:40:27,Microsoft-Windows-Security-Auditing,4907,审核策略更改,"对象的审核设置已更改。

主题:
	安全 ID:		SYSTEM
	帐户名称:		DAWSON-PC$
	帐户域:		WORKGROUP
	登录 ID:		0x3e7

对象:
	对象服务器:	Security
	对象类型:	File
	对象名称:	C:\Windows\System32\api-ms-win-core-file-l2-1-0.dll
	句柄 ID:	0x5d8

进程信息:
	进程 ID:	0x60c
	进程名称:	C:\Windows\servicing\TrustedInstaller.exe

审核设置:
	原始安全描述符:	
	新安全描述符:		S:ARAI(AU;SAFA;DCLCRPCRSDWDWO;;;WD)"
